ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
10504,B,Ship,5,5,244,3,medium,M,7,4078
10573,D,Ship,5,1,208,2,low,F,9,4887
10595,C,Ship,3,2,183,2,medium,F,6,4313
7769,C,Ship,5,3,238,5,high,M,10,1841
2974,B,Ship,5,3,213,2,high,F,27,2581
7553,C,Ship,4,2,220,2,low,F,6,5543
9164,F,Road,6,1,264,4,low,M,5,1900
893,C,Ship,4,1,166,3,high,F,3,1453
10786,B,Ship,5,1,248,5,medium,F,5,1861
8513,C,Ship,3,5,184,3,low,F,2,4357
9822,F,Ship,4,2,151,3,medium,M,3,5154
6855,A,Flight,3,5,192,3,low,F,7,4056
8518,B,Ship,4,4,183,4,low,F,6,4562
10285,D,Flight,4,4,148,3,low,M,4,5716
3680,F,Road,4,3,240,2,medium,F,2,5588
4969,D,Ship,3,3,269,3,high,M,8,5910
1272,F,Ship,5,3,236,6,medium,M,9,3715
4998,F,Ship,2,2,259,3,low,M,6,4840
4755,A,Ship,5,5,275,4,medium,M,9,1215
1609,D,Ship,3,1,227,3,medium,M,52,3336
9044,F,Flight,5,5,225,4,high,F,3,5274
4176,F,Ship,3,2,179,2,high,F,8,5589
5346,F,Flight,3,3,175,3,low,M,2,5740
10944,F,Road,5,3,261,5,medium,M,10,1434
1787,C,Flight,6,2,148,4,low,M,56,1511
5309,C,Ship,3,3,207,3,low,M,7,4816
3069,A,Ship,4,3,139,3,low,M,64,1814
2604,F,Flight,4,5,194,2,high,M,44,2651
1283,C,Ship,3,4,216,3,low,F,41,2042
3201,A,Ship,4,3,296,3,low,M,4,1991
3571,D,Flight,3,4,183,2,low,M,5,4261
2737,D,Flight,3,3,191,4,medium,F,17,3675
417,A,Flight,4,3,159,3,low,M,33,1330
2538,F,Ship,3,4,240,2,low,F,33,3489
10019,C,Ship,3,2,247,3,medium,M,8,5194
295,D,Ship,5,1,186,2,high,F,52,3981
311,C,Ship,3,4,193,2,medium,M,48,3909
1610,F,Ship,5,1,258,2,medium,F,22,3713
9237,A,Ship,5,4,209,4,low,F,10,5461
9460,B,Flight,5,5,286,4,high,F,10,1071
80,F,Ship,3,5,257,2,medium,F,56,3711
1597,D,Ship,5,2,261,3,low,M,62,3352
9778,B,Ship,5,2,174,3,low,F,10,5973
6644,F,Ship,5,1,183,3,low,F,10,5023
318,F,Ship,4,5,273,4,medium,F,31,2373
6253,D,Ship,5,2,241,2,medium,M,6,4741
9011,C,Ship,4,2,210,3,low,M,8,5672
1571,C,Ship,3,3,201,4,medium,M,7,2299
9475,D,Ship,3,1,221,3,medium,M,10,5696
107,C,Ship,3,1,238,3,low,M,17,2624
3991,D,Ship,6,3,205,3,low,M,10,4996
5821,D,Ship,3,1,192,3,low,F,4,5179
2796,F,Ship,3,2,102,4,medium,M,57,1220
3786,F,Ship,5,5,184,3,low,F,5,5045
7388,F,Road,4,1,157,7,low,F,7,4385
355,D,Ship,3,2,132,3,low,F,56,1303
6464,F,Ship,3,2,131,5,low,F,8,5084
7527,A,Road,3,3,157,3,low,F,6,5187
170,F,Ship,4,3,161,3,medium,F,28,1809
3801,A,Ship,5,4,156,4,low,M,1,5533
4039,D,Ship,2,4,271,8,medium,F,10,4183
1740,F,Ship,3,2,208,2,low,M,41,2036
2003,C,Ship,3,1,269,2,low,F,35,3524
8014,B,Ship,6,4,254,4,low,M,9,1594
7321,D,Ship,5,4,273,6,medium,F,7,4058
9342,F,Ship,6,1,141,3,low,F,2,5144
2318,F,Road,3,1,215,6,high,M,42,3715
2951,C,Ship,6,1,236,4,low,F,10,2030
8348,F,Road,7,2,297,4,low,F,7,1383
9438,F,Road,5,5,275,3,low,F,9,1691
5000,F,Ship,3,3,134,3,medium,F,8,4950
8196,F,Road,3,5,147,3,medium,M,5,5357
7057,D,Ship,3,1,226,2,low,M,4,4804
2803,D,Ship,3,3,99,3,high,M,63,1223
4042,B,Ship,5,5,243,2,low,M,9,4669
8493,A,Flight,4,5,150,3,low,M,5,4512
3187,D,Ship,3,1,123,5,medium,F,10,4231
6457,D,Ship,3,5,195,3,medium,F,9,4224
4731,A,Ship,5,1,269,3,low,F,5,5031
8146,B,Ship,5,2,284,4,low,M,1,4171
834,F,Flight,3,4,145,6,medium,M,57,1949
8158,B,Ship,4,5,101,6,medium,M,8,4146
9400,B,Ship,5,4,226,6,low,M,1,1327
8546,F,Ship,2,4,245,2,medium,F,3,5850
3479,C,Ship,5,2,260,3,low,M,1,4799
6471,A,Ship,3,5,270,3,high,M,1,4078
698,F,Flight,3,5,151,2,low,F,16,1422
6970,B,Road,4,4,192,4,low,F,2,5856
9925,D,Ship,6,2,267,4,low,M,10,1580
7088,F,Ship,3,3,239,3,low,M,8,5366
4800,F,Flight,7,2,250,5,medium,M,9,1327
7618,B,Ship,5,1,256,4,medium,F,5,4970
216,F,Ship,2,5,158,3,low,F,40,1722
7749,A,Ship,4,2,270,5,medium,M,9,1167
8176,B,Ship,3,5,193,3,medium,F,4,5817
8787,A,Ship,5,1,213,2,high,F,10,5607
10332,F,Ship,4,5,161,3,medium,F,2,5378
925,D,Ship,4,1,161,2,high,F,41,1992
6190,B,Ship,4,4,274,2,low,F,3,4257
3154,B,Flight,3,2,153,10,high,M,2,5455
4416,F,Ship,5,3,181,3,high,M,7,5675
6188,F,Ship,4,2,280,4,low,M,9,5288
7801,D,Road,4,5,192,2,high,F,4,4518
1234,B,Flight,3,5,176,3,high,F,1,1982
1549,D,Ship,4,1,272,2,low,M,27,2030
1107,A,Flight,3,3,213,6,low,F,17,2424
4423,D,Ship,3,4,207,2,medium,M,10,4706
7154,F,Ship,5,1,257,5,low,M,9,1329
5263,D,Ship,6,4,285,4,medium,M,6,1582
8216,F,Flight,3,3,158,2,medium,M,7,4865
972,F,Flight,3,5,173,2,low,M,14,1638
2331,A,Flight,3,4,179,2,low,M,51,1041
1343,C,Ship,4,4,216,2,medium,F,6,3255
784,B,Ship,3,3,140,4,low,F,47,1207
9246,F,Ship,4,3,174,3,medium,M,2,4069
265,D,Road,5,3,271,5,high,M,9,1813
2313,A,Road,4,4,184,3,high,F,27,3967
3259,D,Ship,5,1,246,3,medium,F,10,4078
6351,A,Ship,5,4,193,3,medium,M,4,5873
6827,C,Road,5,4,248,5,low,F,3,1471
9354,F,Ship,6,3,285,4,medium,F,1,1606
485,C,Ship,4,3,186,7,medium,F,30,2062
9332,F,Flight,4,5,167,4,low,M,3,4658
9271,D,Ship,3,1,151,4,medium,M,2,5016
5699,C,Ship,3,4,247,3,low,F,9,4157
9577,D,Road,3,4,192,4,medium,M,3,4030
2932,B,Ship,3,3,135,3,medium,F,28,1329
3184,B,Ship,4,3,246,3,low,F,5,4710
4891,D,Ship,3,4,232,3,low,F,6,4050
686,F,Flight,4,2,241,2,low,M,17,3844
2740,B,Flight,3,4,132,2,medium,M,12,1493
4046,F,Ship,5,1,248,8,low,F,2,4023
8809,D,Ship,4,4,263,3,medium,M,1,5283
5713,D,Ship,6,5,263,7,high,M,7,5216
219,A,Ship,3,4,148,3,low,M,37,1523
3417,A,Road,3,4,148,4,medium,F,9,5301
7005,A,Ship,4,3,221,2,low,F,6,4114
1227,A,Road,3,3,150,2,medium,F,61,1053
5291,C,Ship,4,3,194,2,medium,M,4,5780
700,B,Flight,6,5,113,3,high,M,31,1037
5471,C,Road,6,5,264,4,low,M,1,1039
5179,D,Ship,3,5,254,3,medium,M,3,4072
2610,F,Flight,4,1,157,3,medium,M,31,1712
5445,A,Ship,5,1,217,2,medium,M,6,5518
1435,D,Ship,3,5,172,2,medium,M,60,1840
64,B,Ship,3,1,177,3,medium,M,61,1880
7666,B,Road,5,4,199,5,medium,F,6,4417
7524,F,Road,4,1,252,3,low,M,4,5119
5984,F,Ship,4,3,238,2,low,M,7,5808
9208,B,Ship,5,2,229,3,low,F,3,4916
4510,B,Road,6,5,154,2,high,M,7,4359
2744,F,Flight,4,3,132,4,medium,M,10,1767
3965,C,Road,3,1,260,2,medium,F,6,4332
3675,A,Road,5,1,142,4,medium,F,2,4735
10300,B,Ship,6,4,221,5,low,M,9,4360
6233,C,Ship,3,3,146,3,medium,F,4,5384
9704,F,Road,7,3,274,5,low,F,9,1764
1994,F,Ship,4,3,239,3,low,F,28,2741
10210,B,Ship,3,1,158,5,low,M,4,1171
2594,F,Road,3,2,140,3,low,F,42,1465
5504,F,Ship,6,5,304,4,low,F,6,1864
2724,F,Road,4,2,204,4,low,F,35,2725
9445,D,Road,7,1,269,5,medium,F,5,1402
9542,F,Ship,3,4,171,3,low,M,10,4839
2733,A,Road,4,4,235,3,low,F,17,3715
4316,F,Ship,4,3,151,3,medium,F,6,5379
7942,B,Flight,4,3,225,8,low,M,8,4718
10204,B,Ship,5,1,245,5,low,M,9,1694
9695,C,Ship,6,3,301,5,low,F,2,1452
5932,B,Ship,2,5,189,5,low,M,3,5292
10438,B,Ship,4,4,146,10,low,M,1,4351
10688,F,Flight,2,4,258,3,medium,M,7,5736
8847,A,Ship,5,1,258,3,medium,F,8,5694
6070,B,Ship,3,4,156,2,medium,F,10,5107
9012,F,Ship,3,5,264,4,medium,F,8,4324
2668,B,Ship,5,3,162,4,medium,M,38,1407
505,D,Ship,5,3,162,2,low,F,14,1045
1500,F,Road,5,5,284,6,low,M,9,3912
511,D,Ship,3,2,200,3,low,M,46,3642
968,F,Flight,5,3,146,3,low,M,41,1204
7528,B,Road,4,2,177,3,low,F,4,4550
2257,D,Ship,3,4,230,3,high,F,22,3546
6147,A,Road,4,5,234,4,medium,M,9,5769
5475,A,Road,4,4,253,2,low,F,6,5892
429,A,Ship,2,2,140,3,low,F,19,1806
5674,B,Ship,3,1,175,3,medium,F,9,5797
9364,B,Ship,4,1,232,5,medium,F,7,1899
9961,D,Ship,6,5,254,4,high,F,10,1217
10496,F,Ship,4,2,214,6,medium,M,9,4736
1793,C,Flight,3,4,202,4,high,M,20,3655
6849,A,Flight,3,5,265,10,low,M,6,4380
8795,C,Ship,3,5,188,4,medium,M,3,4033
8911,D,Flight,6,5,299,4,low,M,2,1192
6663,A,Ship,4,1,200,4,medium,M,3,5837
252,F,Road,2,2,145,3,medium,F,5,6102
3299,C,Flight,5,4,243,3,medium,M,4,4420
2482,B,Flight,3,3,142,3,medium,M,23,1897
1212,F,Road,4,1,140,3,medium,M,9,1431
4504,B,Road,3,5,174,6,medium,F,7,4608
3072,F,Ship,3,2,238,2,low,M,19,2196
3330,F,Ship,4,5,168,2,high,M,2,5776
10020,F,Ship,4,4,145,2,medium,M,9,5070
1780,B,Flight,3,2,169,2,medium,M,61,1511
6016,B,Road,4,2,227,5,low,M,7,1354
3296,F,Flight,3,5,125,2,low,M,5,4933
1716,F,Ship,3,3,275,3,low,F,61,2123
8588,F,Ship,4,5,239,3,low,M,6,5154
10077,A,Ship,5,3,242,3,low,F,10,4889
6998,F,Flight,3,2,215,4,low,F,3,4042
7465,D,Ship,6,5,290,4,low,M,6,1929
7343,C,Ship,4,4,238,3,low,F,7,4709
4272,F,Ship,3,1,140,3,low,M,6,4488
4389,A,Flight,5,4,175,4,low,M,4,4505
3830,F,Road,6,4,136,3,low,M,2,1187
6979,D,Road,4,2,269,2,medium,F,2,4013
2239,D,Ship,2,5,236,3,medium,F,13,2171
301,D,Ship,5,3,127,3,low,F,43,1446
78,F,Ship,3,3,113,3,low,F,43,1518
1947,A,Ship,5,1,182,3,low,M,8,3580
1772,F,Road,3,3,242,3,low,F,7,3127
10849,D,Ship,3,2,201,4,medium,M,10,5565
3674,F,Road,4,1,153,2,medium,M,9,4359
7634,F,Ship,4,5,111,4,medium,M,7,5988
2956,B,Ship,3,3,228,2,medium,M,27,3473
4984,B,Ship,4,3,263,3,low,M,4,4150
3586,B,Ship,4,5,214,2,low,M,3,5546
4728,F,Ship,4,5,259,2,medium,F,4,4092
1918,B,Flight,5,4,242,3,high,F,2,3564
1615,D,Ship,5,2,111,5,medium,M,3,1711
3282,F,Road,3,3,242,2,medium,F,7,4960
4630,B,Ship,5,5,167,2,medium,M,2,5908
1221,A,Road,3,2,178,4,medium,F,48,1079
7420,B,Ship,5,5,242,5,medium,M,3,1444
882,F,Ship,4,5,190,2,low,M,36,3548
338,F,Ship,4,4,201,2,low,F,1,3147
7610,F,Ship,3,3,203,3,high,M,3,5440
7047,A,Ship,3,4,175,3,low,M,8,4274
671,C,Road,4,3,244,3,medium,M,1,3982
8842,B,Ship,7,1,269,4,medium,M,4,1118
3987,A,Flight,3,2,227,2,medium,M,9,4659
10401,A,Road,2,1,235,3,high,M,8,4522
773,C,Ship,3,5,193,3,low,F,47,3523
9010,B,Ship,3,5,204,4,low,M,6,4879
5497,D,Flight,5,2,205,3,low,F,2,4270
9890,F,Ship,4,5,232,5,low,F,3,1817
8798,F,Ship,3,3,150,2,medium,M,9,4100
9072,F,Ship,3,1,159,3,low,F,3,5044
9154,B,Road,5,1,226,6,low,M,5,1078
9501,A,Ship,4,2,201,3,medium,F,4,4613
6134,F,Ship,5,5,206,3,low,M,1,5520
5036,F,Ship,4,5,134,3,low,F,1,1008
8626,B,Road,5,3,237,5,medium,F,2,1869
9243,A,Ship,3,3,183,2,low,F,3,5189
10949,C,Road,5,4,229,5,low,F,3,1861
10393,D,Road,4,2,156,3,medium,M,1,4097
7175,C,Ship,5,5,271,4,low,M,9,1989
5556,F,Ship,5,1,106,5,medium,F,4,4180
8280,F,Ship,4,1,282,4,medium,M,10,5065
9031,D,Road,6,2,240,6,low,M,3,5967
2663,C,Ship,4,3,242,4,low,M,62,3997
9894,F,Ship,5,5,211,3,medium,F,7,5983
4027,D,Ship,2,1,166,3,medium,F,8,4255
1691,C,Ship,3,4,174,2,medium,M,51,1430
8392,B,Ship,5,2,190,2,low,M,1,5005
537,A,Road,2,3,154,4,high,F,17,1897
8471,C,Road,3,5,135,2,medium,M,7,5331
2484,F,Ship,6,3,167,6,low,F,15,1278
6085,D,Ship,2,1,192,3,low,F,9,4774
822,F,Flight,2,1,98,3,low,F,29,1806
24,F,Ship,4,3,211,3,high,M,12,3922
2934,F,Ship,6,3,273,4,medium,F,32,2532
3488,F,Ship,4,3,249,3,medium,F,6,5657
6185,C,Ship,5,5,266,5,low,F,9,4500
6566,F,Road,5,2,259,5,low,F,3,1724
8318,F,Ship,5,3,245,5,low,F,10,1112
9075,A,Ship,3,5,247,3,medium,M,10,4286
9722,F,Road,3,4,179,2,low,M,5,4882
1759,D,Road,3,2,267,5,low,F,48,2622
9564,F,Road,4,5,191,2,low,M,10,5068
6310,B,Flight,5,5,251,6,medium,M,4,1077
9875,C,Flight,3,3,179,8,high,F,3,5429
16,B,Flight,4,3,227,3,low,F,45,2707
9429,A,Road,4,1,220,5,low,F,9,1817
10816,B,Road,3,2,216,2,low,F,1,4350
3157,D,Flight,3,5,132,3,low,M,7,4013
1469,C,Ship,5,5,224,3,medium,F,48,2298
5665,D,Ship,4,5,216,4,medium,F,1,4458
1665,A,Ship,3,5,204,3,low,F,45,2513
9250,B,Ship,2,1,228,2,low,F,2,5435
5071,D,Flight,5,1,257,3,medium,M,7,4133
3195,A,Ship,3,1,273,6,low,M,1,1293
1788,F,Flight,4,2,135,2,low,M,54,1011
3785,C,Ship,4,3,247,10,high,M,10,5644
6803,C,Ship,4,2,173,3,high,F,3,5364
5831,C,Ship,3,1,133,3,medium,M,8,4634
1454,F,Ship,6,3,223,6,medium,M,29,2980
7258,B,Flight,5,5,239,3,medium,M,8,4975
7958,F,Flight,7,5,308,5,medium,M,6,1154
302,F,Ship,4,5,202,2,medium,M,35,3695
3426,F,Flight,4,5,219,3,medium,M,6,5957
161,C,Ship,2,2,112,4,medium,M,56,1138
7959,A,Flight,6,2,293,4,low,F,7,1477
4877,C,Ship,4,2,237,3,low,F,7,4785
4325,C,Ship,4,1,277,5,medium,M,3,1527
4437,A,Ship,3,4,212,3,medium,M,10,4663
9600,F,Flight,4,1,149,3,low,M,2,4499
10237,D,Ship,4,4,175,2,medium,F,10,4927
4418,F,Ship,3,2,207,2,low,M,9,4671
3705,A,Flight,5,2,184,4,low,M,6,4155
5452,B,Ship,4,4,259,7,medium,M,7,4408
3579,A,Flight,3,2,169,2,medium,F,10,4038
10999,D,Ship,2,5,155,5,low,F,6,1639
3739,D,Ship,5,4,263,2,high,F,8,4914
10852,B,Ship,5,1,241,4,medium,M,7,5519
100,B,Ship,4,2,145,2,medium,M,21,1617
31,D,Ship,3,4,266,2,medium,F,38,2741
3536,F,Road,6,3,222,5,high,F,2,4612
10614,F,Ship,3,3,231,3,low,F,3,4649
129,A,Road,4,4,200,4,medium,M,16,2060
7708,B,Ship,6,3,219,5,low,M,9,1483
9809,C,Ship,4,5,240,6,medium,F,9,5498
9298,B,Road,3,3,167,3,low,F,8,4420
10935,A,Road,5,4,275,5,low,M,4,1522
8091,A,Flight,3,1,245,3,low,F,4,5449
10200,F,Ship,4,3,248,5,low,F,7,1789
4003,D,Ship,4,1,202,3,low,M,4,4029
10069,D,Ship,2,1,140,2,medium,F,8,4965
1190,F,Ship,4,2,173,2,low,F,30,1336
2348,F,Ship,5,1,153,2,low,F,55,1414
2350,B,Ship,4,1,224,3,medium,F,36,3499
8701,D,Ship,3,2,219,3,medium,M,1,4918
9609,A,Ship,5,3,191,3,high,F,6,4244
8960,F,Ship,5,1,167,3,low,M,9,4660
1166,F,Ship,3,4,148,5,medium,F,50,1540
3172,B,Ship,3,2,136,2,high,F,6,4002
6557,C,Road,5,3,265,5,medium,F,6,1929
6943,D,Ship,5,2,185,3,low,M,10,4354
2913,A,Ship,3,2,182,3,low,F,54,3972
3334,B,Ship,5,3,204,3,high,F,1,4037
6227,C,Ship,4,4,227,5,low,M,8,1982
6197,C,Ship,3,4,238,2,medium,F,1,4991
9061,D,Ship,3,2,160,3,low,F,7,4468
1246,B,Flight,4,3,258,3,medium,M,58,2579
5625,A,Flight,5,3,143,2,medium,M,5,5612
4076,F,Ship,2,3,228,3,high,M,5,4663
10723,D,Ship,4,1,216,6,low,M,9,1678
6688,B,Road,5,4,221,5,low,M,6,5059
4359,A,Road,3,1,201,4,medium,F,9,5721
9067,D,Ship,5,5,196,3,medium,M,7,4084
1048,B,Ship,3,4,257,3,medium,M,56,2941
1591,D,Ship,4,1,272,3,medium,M,49,2803
7880,F,Ship,4,3,196,3,low,M,10,4433
3643,D,Ship,4,4,205,4,low,F,6,5064
6189,A,Ship,4,4,154,3,low,F,7,4106
2961,A,Ship,3,4,212,8,low,F,56,3337
7768,B,Ship,6,4,268,4,medium,M,9,1354
3145,D,Road,4,5,139,3,low,M,5,5335
2714,F,Road,3,5,226,3,medium,M,55,2465
424,B,Flight,4,4,229,2,medium,M,45,3776
5196,F,Road,3,4,284,10,low,M,8,4562
776,F,Ship,3,1,270,3,medium,F,61,3582
10892,F,Ship,3,3,149,2,medium,F,2,5311
7444,B,Ship,4,2,139,8,medium,F,2,5012
7143,A,Ship,6,5,139,6,medium,F,10,1081
5006,F,Ship,4,4,227,2,low,F,7,4916
6764,F,Ship,4,2,211,2,low,F,9,5883
1983,A,Ship,4,5,134,4,low,M,36,1191
924,F,Ship,3,3,265,4,low,M,47,2557
10240,B,Ship,5,2,218,3,low,M,4,5363
5108,F,Ship,6,1,257,4,medium,F,3,5656
8525,C,Ship,4,1,252,3,medium,M,4,5540
8177,C,Ship,5,4,184,3,low,F,1,4208
8137,D,Ship,4,3,177,3,low,M,1,5282
659,C,Road,4,4,169,3,low,M,23,1058
3027,A,Flight,3,5,212,2,medium,M,56,3547
4612,B,Ship,3,4,219,2,medium,M,7,4883
1721,C,Ship,2,1,177,4,low,M,63,1058
8565,A,Ship,3,2,193,2,low,M,3,4799
7340,F,Ship,5,2,245,2,low,M,6,5366
6152,F,Road,4,3,158,3,high,F,5,5602
854,F,Ship,5,4,279,2,medium,F,1,3933
9340,B,Ship,4,1,175,3,medium,M,2,5861
1004,F,Ship,3,3,254,3,medium,M,3,2837
9432,F,Road,6,5,285,4,low,M,8,1028
10139,C,Flight,6,2,284,4,low,F,7,1181
6836,F,Road,5,2,237,4,low,F,9,5922
5520,F,Ship,3,5,222,2,low,M,9,1321
10327,D,Ship,4,1,238,3,low,F,10,4172
10826,F,Flight,4,4,258,3,medium,M,8,5324
3867,A,Ship,2,2,157,2,medium,M,9,5875
101,C,Ship,5,3,143,2,medium,M,59,1837
3853,D,Flight,6,4,148,4,low,F,10,5088
5137,D,Ship,4,1,273,4,low,M,1,4857
6036,F,Flight,5,2,130,4,medium,F,1,1877
9216,F,Ship,3,4,162,3,medium,M,7,5313
2349,A,Ship,3,2,183,3,medium,F,44,3809
2184,F,Road,3,2,257,3,low,F,25,2334
6576,F,Flight,4,1,273,5,low,F,7,1922
9592,B,Flight,4,1,173,5,low,F,5,5049
1685,C,Ship,4,2,247,3,medium,F,64,2198
6239,C,Ship,4,4,268,4,low,M,5,5647
1871,C,Ship,3,1,245,4,high,F,47,3111
4526,F,Flight,4,5,173,2,medium,F,5,4776
1381,D,Flight,6,5,118,2,low,F,6,1726
8324,F,Ship,5,1,267,5,medium,F,3,1194
9409,D,Ship,5,5,222,6,low,M,1,1962
8074,B,Road,4,2,273,2,low,F,9,4221
8725,D,Ship,3,2,141,2,medium,F,7,5231
3850,B,Flight,3,3,221,2,medium,F,5,4205
918,F,Ship,5,3,188,7,medium,M,3,3637
1106,F,Flight,5,3,202,3,high,M,41,3536
8453,C,Ship,3,1,268,4,low,M,10,5226
10280,F,Flight,3,4,168,2,medium,F,7,4699
5763,A,Flight,6,3,245,4,low,M,2,1158
6629,C,Ship,3,4,172,2,low,M,5,5919
2837,C,Ship,4,1,151,2,low,F,47,1682
4134,F,Ship,3,4,124,4,medium,F,10,5011
1215,A,Road,3,3,270,4,low,F,18,2397
9433,D,Road,6,3,271,4,low,F,2,1364
8569,D,Ship,2,5,238,2,low,F,6,5325
6390,F,Ship,4,2,197,2,low,F,1,4977
7748,F,Ship,5,1,262,5,low,F,5,1916
6940,B,Ship,4,2,224,3,low,M,1,5821
9619,D,Ship,5,3,192,7,medium,M,10,5976
8378,F,Ship,3,3,212,2,low,M,2,5125
1525,D,Ship,3,1,249,3,low,F,43,3277
7848,F,Ship,4,5,177,3,medium,F,7,4243
10143,A,Flight,6,5,267,4,low,M,3,1550
9540,F,Ship,5,4,275,2,medium,M,7,5292
7287,A,Ship,4,1,191,2,low,F,4,5851
7397,C,Flight,4,2,239,5,low,F,10,1429
9877,D,Flight,6,1,173,3,medium,F,2,4892
1213,D,Road,2,4,187,3,low,M,50,3878
9279,A,Ship,5,5,221,2,medium,M,10,4255
3203,C,Ship,3,3,132,2,low,F,9,4355
1526,F,Ship,3,2,141,3,medium,F,41,1801
7672,B,Flight,5,5,232,5,medium,F,6,1246
1496,F,Road,4,3,199,2,low,F,28,2607
10489,D,Ship,5,1,143,3,medium,F,3,4907
5244,F,Ship,5,5,134,3,high,F,5,5783
10023,A,Ship,3,1,186,3,medium,F,4,5515
8532,F,Ship,4,2,233,4,high,F,1,4316
1170,F,Ship,6,1,257,3,medium,M,37,2239
2464,B,Flight,5,5,216,6,low,M,54,2075
5350,B,Flight,4,1,254,2,low,M,10,4230
9777,A,Ship,3,1,192,3,medium,M,4,4997
6264,F,Ship,7,2,276,4,low,M,9,1022
1734,F,Ship,2,3,192,2,low,F,31,2621
8522,F,Ship,3,2,165,3,low,M,6,5642
8499,A,Flight,5,4,274,3,low,M,1,5017
372,F,Ship,4,5,159,3,medium,M,18,1808
2255,C,Ship,4,4,176,3,high,M,34,1283
3537,A,Road,4,5,259,2,low,M,7,4390
188,F,Ship,2,1,222,2,medium,M,5,3778
866,F,Ship,6,1,168,5,high,F,65,1601
1197,A,Ship,4,2,187,4,medium,M,49,3225
3716,F,Flight,5,5,165,2,low,M,3,4005
10168,B,Ship,5,1,130,4,high,F,9,4946
8839,D,Ship,5,1,232,5,low,M,6,1427
3620,F,Ship,3,1,210,2,low,M,9,4580
383,C,Ship,5,4,215,2,low,F,45,3501
1774,B,Road,3,1,229,3,medium,M,2,3963
4818,F,Ship,7,1,290,4,low,F,9,1885
2111,C,Ship,4,5,180,3,low,F,24,1513
6037,D,Flight,6,3,262,5,low,M,9,1053
8410,B,Ship,4,2,187,2,medium,M,7,4470
5778,F,Ship,6,5,304,4,low,M,8,1755
2762,F,Ship,3,1,193,2,medium,F,23,2728
7073,C,Ship,3,1,150,2,low,F,6,5355
9508,B,Ship,3,4,253,3,medium,M,4,4269
2103,A,Ship,3,5,164,3,low,M,61,1473
7695,A,Ship,3,5,159,2,high,F,6,4295
7881,A,Ship,2,2,220,3,low,M,1,5289
3815,C,Road,3,4,231,2,high,F,6,4452
1222,B,Road,4,5,265,3,medium,F,41,3101
6314,F,Flight,4,4,256,5,low,M,9,1622
3267,A,Road,3,1,216,4,medium,F,4,4416
1453,D,Ship,4,5,143,3,low,F,48,1922
9924,F,Ship,5,4,263,5,medium,M,8,1548
877,D,Ship,3,3,247,2,medium,M,55,3461
3089,C,Ship,4,2,218,2,high,M,1,2990
9960,F,Ship,5,5,230,5,low,F,8,1067
4842,F,Ship,5,1,156,6,medium,F,4,4821
6746,F,Ship,4,4,203,2,low,F,10,5192
8670,F,Ship,4,4,189,2,medium,M,3,5837
4737,A,Ship,4,4,245,2,low,M,6,5772
2101,D,Ship,3,1,172,10,high,F,30,1294
9824,F,Ship,5,5,239,3,low,M,5,4122
9781,D,Ship,5,3,223,3,low,F,2,4671
5929,D,Ship,5,2,244,5,medium,F,7,5515
10389,A,Road,3,1,149,3,medium,F,9,5952
10938,F,Road,5,3,229,5,low,F,10,1951
10888,B,Ship,4,1,275,3,medium,F,7,5382
2410,B,Ship,3,2,180,2,low,F,6,1811
10380,F,Ship,4,1,171,2,low,F,6,5719
7609,D,Ship,5,5,140,3,high,F,7,4799
5887,D,Flight,3,3,262,5,medium,F,1,5043
2481,A,Flight,5,5,209,3,low,M,49,3893
206,F,Ship,2,3,145,3,medium,F,24,7588
3127,D,Road,3,1,224,3,low,F,48,3672
1736,F,Ship,3,2,188,3,low,F,33,3335
10516,B,Ship,2,3,275,3,medium,M,10,4183
10535,C,Road,5,1,152,3,medium,F,3,5981
1312,B,Ship,3,4,161,3,low,F,25,1048
5589,A,Ship,4,4,189,4,medium,F,9,5838
10951,D,Road,4,3,228,5,medium,M,8,1753
781,D,Ship,4,5,252,3,low,M,16,2332
3539,C,Road,4,3,137,3,medium,F,10,4820
7967,C,Ship,4,4,261,2,medium,M,8,5006
1941,A,Ship,4,5,248,4,high,F,56,2840
6226,B,Ship,2,5,211,3,low,M,3,1368
7601,C,Ship,4,3,139,2,high,F,2,4041
6097,D,Ship,4,2,156,2,medium,M,5,4467
7730,F,Ship,7,4,291,4,medium,M,1,1817
7268,F,Flight,5,4,233,3,low,M,6,4275
7264,B,Flight,6,2,169,2,medium,M,9,5580
9207,A,Ship,3,2,226,2,low,M,10,4254
6909,A,Ship,6,1,273,4,low,M,6,1561
5988,F,Ship,3,1,204,10,medium,M,5,5375
9871,D,Flight,3,4,194,3,medium,M,7,4565
1635,A,Road,6,3,241,6,high,F,8,3878
7358,F,Ship,2,4,268,4,low,M,5,4400
4329,A,Ship,3,4,213,2,medium,F,6,5374
2693,C,Ship,4,2,191,3,medium,F,12,3676
8103,A,Ship,5,3,113,3,medium,F,5,4743
6724,B,Flight,5,4,99,2,high,F,4,4259
4903,D,Ship,5,1,255,3,high,M,6,4044
4846,B,Ship,3,3,238,2,medium,M,2,5512
1603,D,Ship,6,4,241,6,high,F,61,2806
806,F,Road,4,1,133,3,low,M,57,1379
2977,D,Ship,3,4,231,3,medium,M,39,3792
3179,C,Ship,4,3,237,6,low,M,8,5588
